,0,1
1311,Andaz London Liverpool Street,"I often stay at the Andaz in London because it is right next to the Liverpool Street train station, making it easy to get anywhere in town. The neighborhood also has some fun places to go. The rooms are nice and the service and breakfast are very good."
1312,Andaz London Liverpool Street,"We stayed 2 nights in May and had a wonderful experience- the hotel’s decor is quite unique. Location is next to Liverpool Street Station, very convenient. Enjoyed the early checkin, complimentary HH and mini bar. As always the service was outstanding, especially Ali who helped me with another Hyatt reservation that had been canceled. We will definitely be back!"
1313,Andaz London Liverpool Street,"I have never stayed in East London, so this my first time at the hotel and in the neighborhood. Situated in the former Great Eastern Hotel, the Andaz mixes contemporary decor with the old classic architecture. The staff here is exceptional. The front desk staff was very friendly and welcoming (thanks, Venice!), and we were offered a glass of champagne at check-in. Our king room was spacious by London standards. Even though there was a busy street outside, the windows were double paned so that it was quiet in the room. I also liked the Nespresso machine and complimentary mini bar, with chips, cookies, water, juices and soft drinks. The hotel Wi-Fi is free. The bathroom had a convenient shelf to place one's toiletries and there was a heated towel rack, with large absorbent…"
1314,Andaz London Liverpool Street,This is a fantastic Boutique hotel. The receptionist Ms. Zaema is outstanding. Her care and attention to me and my wife was beyond excellent. She remembers here guests and goes out of her way to make you feel welcome and comfortable. Because of her we will always choose Andaz for our stays in London. Ms. Zaema is a credit to Andaz. 🙏
1315,Andaz London Liverpool Street,"Excellent hotel with excellent service. I've stayed many times and like it so much, that I now use it as my 'go to' place to stay in The City. Fantastic interior that provides a good variety of different places to eat/drink/relax, all in a high quality but unfussy manner. Rooms are spotless, which matters. And the service is, as I mentioned, excellent. Thank you Zaema (reception) .... you provide a great example to all. I'll be back :)"
1316,Andaz London Liverpool Street,Having stayed in many hotels in London this is our new favourite. Would definitely stay here again and recommend to friends. Location is excellent too. Staff were welcoming and very pleasant. Excellent check in with drinks.
1317,Andaz London Liverpool Street,"I arrived at 1.30 to leave my bag, having checked in online, and to double-check that I was allocated a quiet, high floor room. I received assurance that I had a 6th floor room and my bag would be in it by the time I returned from meetings. So far so good….though nothing like the personal welcome we have enjoyed at other Andaz hotels. I returned at 8.30 and received the key for a 2nd floor room, on the front corner of the busy Bishopsgate road! No warm welcome and definitely no welcoming drink! Despite my complaints, I was reassured the room was an upgrade, and the hotel was full so - tough! All I wanted was a quiet room, but no chance. Only apologies….. and Sirens, traffic noise all night and banging from the interconnected room next door. In the room, my bag was nowhere to…"
1318,Andaz London Liverpool Street,Dropping off our college age son for a summer internship in London. Our room wasn’t ready upon our arrival but Luca was very gracious in taking care of us during our wait. The property is historic but enjoys a very modern interior finish. Food and service at the hotel and restaurants were top notch. Would definitely stay there again.
1319,Andaz London Liverpool Street,Just a couple of drinks but beautifully served by Ayisha..a credit to your company ...we have been here a few times and always great service but Ayisha was so helpful suggesting cocktails and very quick service
1320,Andaz London Liverpool Street,"I just completed a recent stay at the Andaz hotel on Liverpool Street for a 6 day business trip. Overall, I loved the hotels location (I just took the Elizabeth line from LHR to LIverpool Street in 1 hour). The hotel is very centrally located to many parts of London and has Shoreditch at it's back drop. Additionally, the service at the hotel was impeccable from check-in to housekeeping to maintenance everything worked perfectly. For the two times I ate breakfast at the hotel buffet, it was great (good selection). The rooms in the hotel were very large and had great sound proofing (I couldn't hear any of the traffic outside despite facing Liverpool Street). The gym at the hotel was very large and well equpit with free weights, squat racks, cardio machines (bikes, rowers,…"
1321,Andaz London Liverpool Street,The hotel is in an excellent location. Ideal for getting anywhere. The hotel itself is very bright and cherry and the staff were very friendly and efficient. Nothing was too much trouble for them. The room itself was very comfortable and the bed was amazing.
1322,Andaz London Liverpool Street,"I recently stayed at Andaz Liverpool London and was thoroughly impressed with their check-in process, which was swift and efficient. The hotel's amenities and services were top-notch, providing a luxurious and comfortable experience. However, what truly stood out was the exceptional service provided by the guest service coordinator. Their attention to detail and genuine warmth made my stay truly memorable. Highly recommended for a remarkable hotel experience."
1323,Andaz London Liverpool Street,"Great location and great service! Definitely made our visit to London more enjoyable. The stuff is friendly, responsive and very supportive, Room is clean and comfy. We would love to come back and recommend to our friends and family."
1324,Andaz London Liverpool Street,This was a great experience to stay at Andaz. Before you even check in they offer you a glass of Prosecco and then they all are very kind and helpful. The hotel is beautiful and very comfortable. I’d love to come back. The breakfast buffe was super fresh and rich with everything you can want.
1325,Andaz London Liverpool Street,"Loved our stay at the Andaz London. Wonderful top notch upgraded hotel with great staff. Our room was spacious with free mini bar. Lobby is eclectic and hotel is a fun overall experience. The Andaz is located above the Liverpool train station, despite its railway history the beautiful and significant modern upgrades are great, but really not apparent from the outside, the traditional red brick facade hasn’t changed much since 1800’s. The Eastway Brasserie restaurant for breakfast is a delight. The Andaz is within walking distance of cool pubs and cafes, vintage clothing boutiques and high end shopping, plus the eclectic art/shopping of Brick Lane. Lastly, the central Liverpool station and the new Elizabeth line are minutes away featuring fast access everywhere and direct LHR…"
1326,Andaz London Liverpool Street,"I am astonished that this hotel is billed as a 5 star hotel. At most it warrants a 3 star rating. I've experienced better hotel lobby's at Best Western, seen cleaner hallway floors at Holiday Inn Express hotels, and stayed in better standard rooms at Best Western. All of those hotels I'd bill as 3 star hotels. In contrast the 5 star big name hotels I've stayed in such as the Four Seasons Hong Kong, Langham Huntington, Pasadena, JW Marriott Cancun, Grand Hotel Stockholm were truly 5 star. The service was impeccable. The hotel was immaculate in every sense. The lobbies were grand. All rooms including their standard rooms were exquisite. The same for the boutique hotels I've stayed such as the Mansion on Forsyth Park- Savannah, Union Station Nashville Yards, The Charleston Place,…"
1327,Andaz London Liverpool Street,"My son studied in London for the semester and stayed at the andaz before loving into his apartment. His experience was so good, I booked for my visit. I was not disappointed! The Liverpool Street location is very convenient, the restaurant choices were many and the staff was very friendly and helpful. I hope to visit again!"
1328,Andaz London Liverpool Street,"The Andaz London Liverpool Street has an incredible staff, an interesting, funky & very clean decor and a great location-two doors down from the tube & district train stop! The East End has a fascinating history; there are two great breakfast options, a beautiful bar & a Japanese restaurant. You can’t go wrong!"
1329,Andaz London Liverpool Street,"We usually stay near Mayfair but decided to give this hotel a try. It’s located next to the Liverpool tube stop so very convenient location to get around London via public transportation. There are many restaurants & shops within walking distance from the hotel. We found the bathroom to be a bit small but overall we enjoyed our stay. Complimentary minibar is offered with non-alcoholic drinks, coffee & snacks"
1330,Andaz London Liverpool Street,"Room was lovely, clean, and comfortable. I made the mistake of ordering room service the second night and got very ill from the food. On the morning of check out we tried to get breakfast at Rakes but was told there was no chef. I had stayed at other Andaz properties before which set a high bar of expectation and this is very disappointing."
1331,Andaz London Liverpool Street,"Andaz liverpool street was the best experience. Jason and all of the staff made sure we felt welcomed and comfortable. Check-in was seamless, the rooms were top-notch clean, and the environment was perfect. The location and the onsite restaurants were also nice as well. Andaz liverpool street was also very accomodating to my 2 year old. Thank you for making my trip and birthday a very memorable experience."
1332,Andaz London Liverpool Street,"What a beautiful stay we had, the staff could not do enough for you. A huge thank you Lorraine who was extremely helpful and accommodating and so bright and cheerful... you really did make out stay perfect. The management are professional and are totally on the ball with running the hotel. The rooms were clean and airy with everything you need like an iron, hair drier and shower condiments. The cocktails in Rakes were to die, thank you to Aurelia & Lorraine for giving us a complimentary voucher to spend to celebrate our anniversary. If you are thinking of staying at this hotel, do it .. do not hesitate! Its stunning and oozes class. A beautiful boutique styled hotel in the heart of the city. Thank you, we will be back in a hurry!"
1333,Andaz London Liverpool Street,"Lovely hotel with a couple of good bars, welcoming Reception (including a welcome drink), great room, comfortable bed, good toiletries etc. Also loved the “wine hour” which included canapés 6-7pm. Will definitely return."
1334,Andaz London Liverpool Street,"Been to London 3 times in the past year and Andaz is by far my favorite hotel. Perfect location, hospitality is top notch, the rooms are big with great views and let’s not forget about the gym and steam room! The staff greet you with a glass of champagne and Rakes is delicious! Couldn’t recommend the hotel more, it’s a must!"
1335,Andaz London Liverpool Street,"This has got to be one of Hyatts gems in London! So conveniently placed next to Liverpool Street Station and central to almost every part of London. Taking the tube, bus and walking was so convenient and easy to navigate from Andaz. The rooms are clean and service is daily to keep things fresh. The team members are friendly and very helpful. Was really pleased with having chosen to stay at Andaz!"
1336,Andaz London Liverpool Street,"Great hotel. Super conveniently located at the Liverpool St station which has a direct Elizabeth line train to LHR and many other underground lines. Additionally the hotel offers 4 different restaurant options. We tried two, Rakes and East Way Brasserie for breakfast, which were both outstanding. The only suggestion for improvement is that windows in the rooms should be made soundproof as we did hear a little bit of street noise."
1337,Andaz London Liverpool Street,"I stayed here the night before, and the night of my brothers wedding. The room was very comfortable. Nice soft pillows. And lots of space to get ready for the wedding. The bathroom was nice and had all the products you could wish for. We went and got breakfast from Cafe Nero in the Station nearby. And had drinks in the Andaz hotel bar, in the early evening. The bar was comfortable, and they serve food to."
1338,Andaz London Liverpool Street,From check in to checkout our experience at the Andaz was amazing. The hotel is modern and beautiful and the people who work there are courteous and top class. We got to the hotel early (10 AM) and they stored our luggage while the room was getting ready and took the bags to the room so we just had to get our keys and go up. The pub on premise is very nice with a good selection of drinks and pub food. I would recommend this hotel to others.
1339,Andaz London Liverpool Street,The Andaz was perfect for our little London Getaway. It was our first time in the city and it was ideal to use as a base to get around the city as Liverpool Street station is so well connected. The front reception team were superb and always so helpful with the area. Can’t wait to come Back!
1340,Andaz London Liverpool Street,"Me and my wife travelled to London for the Marathon. We only stay in Hyatt Properties. This hotel is right next to the Liverpool Street Tube Station. From there, you can get to anywhere in the city. The restaurant has 4 restaurants. We ate in 3 out of the 4. All were good. The front desk staff were extremely nice and greeted us every time we entered the property. Rooms were fine. It had a great Fitness Center with Steam Room. The hotel is divided into two different sections, a modern section and a very old section which is beautiful, with a spiraling staircase. There is a daily free wine hour from 1800 - 1900 hours. I would recommend this hotel."
1341,Andaz London Liverpool Street,"Excellent breakfast, fabulous sushi spot, lovely reception. Great location- we walked so much to all the sites from here. Very safe, access to metro next door, and very quiet rooms. Really loved the service and the hotel. Fully equipped (and busy) gym, too. Be prepared for long hallways. Exceptional turndown and housekeeping services- spotless room. Go for an upgrade and I like the 3rd floor with high ceilings, corner rooms are a plus."
1342,Andaz London Liverpool Street,"The Andez hotel in London is absolutely beautiful! The lobby is great and definitely makes you feel like you're in a 5-star hotel. The location is perfect, too - it isn't too crowded of an area, and it's right next to the train station, which makes traveling in/around the city super easy. It's also really easy to get a cab from the hotel (without reserving one). The staff is over-the-top WONDERFUL! They were so accommodating while we were there - bringing us coffee, giving us personalized recommendations on things to do and places to go/eat nearby, and they brought us a delicious dessert and hand-written card (we were there celebrating our honeymoon). The room is beautiful, the bed is super comfy (and I am really picky about hotel beds and bedding!), there's plenty of storage…"
1343,Andaz London Liverpool Street,"It was my first time at a Andaz property and what a pleasure! The staff (Jason and Luca, specifically) was amazing and the rooms were gorgeous. It was my 2 year old daughter's first time as a hotel guest and she loved it too! I'm not normally one to notice lighting, but it was clear someone was very intentional about how to light your hotel rooms - they were so warm and comfortable. The thoughtful touches on this hotel were evident. The breakfast buffet was also the best! As an advisor with Fora Travel, I will definitely be recommending this property."
1344,Andaz London Liverpool Street,"I had not been to the Andaz before but I certainly will be back. The staff on the front desk were great, no question was too great for them. The bed was the comfiest I have slept on in a long time and I travel quite regularly. I didn’t try the breakfast but I saw the buffet and it looks incredible."
1345,Andaz London Liverpool Street,"The staff is what makes this hotel as good as it is. Everyone is pleasant, friendly and extremely attentive. The moment I walked into the hotel I felt I was amongst people who had my comfort and happiness foremost in everything they did."
1346,Andaz London Liverpool Street,"I took my mum here for her birthday. The staff were great. Check in was easy and the staff were very welcoming. Room was lovely, clean and spacious. TV absolutely huge. Staff member knocked on the door with a birthday cake for my Mum and some posh chocolates. We went out for the evening and upon our return we found a cute box of sweets and a birthday note for my Mum. We were impressed and very appreciative. Breakfast was 10/10. Good quality food, English breakfast, fruit, pancakes, cheese, hams, nice variety of bread. Even iced doughnuts and muffins. We couldn't fault the place and my mum thoroughly enjoyed her stay for her birthday. Highly recommend. Oh and the hotel was beautiful too. Lovely building, decor, very spotless and I liked the artwork. ☆☆☆☆☆"
1347,Andaz London Liverpool Street,"Stunning hotel right next to the station; the interior, with its multitude of difference places and styles is a wonderful place to relax, and soak in the different vibes. The staff, to a person, are excellent...attentive, helpful, and very welcoming."
1348,Andaz London Liverpool Street,"The hotel has a perfect location. The price is too high compared to the overall value you get. With same price you can have a more sophisticated and beautiful hotel located in the center of London. If you need an hotel close to Liverpool Street station, Andaz is perfect"
1349,Andaz London Liverpool Street,"We haven't previously stayed in this area in London, on this occasion we were attending a Coffee Show on Brick Lane. The Andaz exceeded all our expectations, easy to get to from Euston, we found this grand building conveniently situated by Liverpool Street Station. This Hotel simply just kept giving and giving, the rooms were spacious and immaculately clean, the choice of Bars, the breakfast, the architecture, the interior design, the history all come together to give you a unique, quirky, individual experience which is fitting for this area of London."
1350,The Resident Victoria,Was a great place to stay and very friendly staff. It was our anniversary and they went above and beyond to make it special for us. Answered all our questions about the area. Easy to get to all the main attractions.
1351,The Resident Victoria,"Just returned from a 5 night stay! The hotel is in an amazing location. Minutes walking from Buckingham Palace and within walking distance to Westminster Abbey, Parliament, Big Ben and St James Palace. No restaurant but a cute little kitchenette and fridge do the job! I would not hesitate to stay here again. We were welcomed with decorations and champagne for our anniversary. Very appreciated and lovely staff."
1352,The Resident Victoria,"The Resident Victoria is a hidden away little gem. Excellent staff, fabulous rooms and superb location. We could not have asked for anything more. We have told all our friends and family about this little find and we will definitely be visiting again."
1353,The Resident Victoria,"We enjoyed staying here! The hotel was nice and quiet. I never heard our neighbors. The front desk staff was eager to help and answer questions. We felt safe walking to and from the hotel at night. It smelled pleasant and was very clean. We were celebrating our Anniversary and they welcomed us with chocolates and champagne in our room. The only ""issue"", (if you could call it that) was that we left one of our keys in the ""light switch"" and the maid took it. The front desk replaced the key for us."
1354,The Resident Victoria,"Angry employee at the front desk, refused to admit that my room was prepaid with a corporate card through our travel agent; I had to pay my room which had already been paid. I tried to explain this to the person in charge, to no avail. And as a revenge she gave me a room (should I really call it a room, it doesn't deserve to be called this) down in the basement, where literally, the walls vibrated every minute whenever a tube train arrived at the station nearby; a true nightmare, (no pun intended). Even with earplugs I had a terrible night, checked out early in the morning. And as a cherry on the cake, the staff at the desk launched a sarcastic 'have a nice day' when I left the hotel at the wee hours of the morning. Clearly this hotel is managed by low level employees, and the…"
1355,The Resident Victoria,"Spent 2 nights in a double and king room as a family group with adult kids. Loved the hotel. Everything spotless, and so quiet for a central London location. Rooms a decent size and the little kitchenette is a nice addition, though the fridge is tiny. We ordered Uber Eats to the lobby which worked fine. Easy walking distance to the sights of central London. Would come back without hesitation."
1356,The Resident Victoria,"We love the location of this hotel, it was close to restaurants and transportation! And if you are interested in Buckingham palace, you are at walk-in distance. Staff was very attentive and accommodating! We just stay one night but it was wonderful!"
1357,The Resident Victoria,"Stayed here when visiting family. It’s a really great location near Victoria and lots of amenities within walking distance. The staff are really friendly and happy to help. We had a king room, it was decorated nicely and the bed was comfortable. Although the room was a little on the small side and as it’s fairly costly per night, probably wouldn’t stay again."
1358,The Resident Victoria,"This was perfectly situated for access to Victoria Station and the tube and an easy walk to Cardinal Walk, where there were plenty of stores and restaurants and open space. The rooms were a little small but nevertheless well equipped and clean and comfortable."
1359,The Resident Victoria,"This was a real gem of a hotel. Thoughtfully appointed room with a great mini kitchen, easy access to transportation and just a few minutes walk to restaurants and shops in the area. Easy and quick access to the fairly quiet street, and really peaceful at night. Great wifi and the staff were helpful and kind."
1360,The Resident Victoria,Excellent location👍 Exceptional staff 👍 Very clean and tidy rooms👍 Reasonable price👍 Proper hairdryer in the room(loved it!)👍Small kitchen with all you would need on the short stay. Would recommend to friends and family and definitely will be back soon👍👍👍
1361,The Resident Victoria,"Very close to Buckingham Palace & Victoria Station, easy reach of restaurants & bars. The rooms were very clean and well appointed. The staff were very helpful and accommodating. Would have been nice to have an on-site restaurant for breakfast"
1362,The Resident Victoria,"The understated calm and relaxed atmosphere was perfect , everything was just as we wanted without any fuss , the positioning of the hotel was so useful and we could walk to all the places we needed plus some excellent pubs and food places and shops right on the doorstep - loved it!"
1363,The Resident Victoria,"A perfect combination of location, hospitality, cleanliness, and comfort, this hotel is on a quiet corner just next to Buckingham Palace and the Royal Mews. I especially enjoyed the proximity to a small, plaza where I could grab a quick coffee or pick up a few groceries. Victoria Station is about a five-minute walk, with connections to anywhere in London and beyond. The staff was helpful and accessible without being intrusive. The small lobby has the feel of a boutique hotel, and the rooms were clean, tastefully decorated, and well-appointed. They are small, as would be expected. The shower is walk-in, and mine had a large, rain-type shower head along with a hand-held wand. The mini-kitchen was behind bifold doors. In short, I had a wonderful stay and felt safe and…"
1364,The Resident Victoria,"This chic but unassuming little hotel on a narrow dead end alley in central London (a block from Buckingham Palace) was an absolute godsend. This is not a showy hotel with a big lobby, bar, restaurant, gym, or other resort-like amenities. It is, instead, stylish, comfortable, and extremely pragmatic. Our room was whisper quiet, the quietest we’ve ever experienced in a city; the bed was comfortable and large; the seating area was ample and convenient; and—best of all—they’ll stick your fridge and pantry with whatever groceries you select from The Waitrose website. This allowed us to eat a healthy, quick breakfast each morning in our room before heading out on foot or by can for the day. Staff and housekeeping were amazing, and we felt very taken care of there. Highly recommended."
1365,The Resident Victoria,"We planned a 25th anniversary trip which started which started in London. We chose a Resident hotel based on reviews and we were not disappointed. I mentioned ahead that it was our 25th anniversary and we were greeted in our room with balloons, champagne and chocolate! Would definitely return and recommend."
1366,The Resident Victoria,"The boutique hotel offered superb service!! In addition, Resident Victoria is located within walking distance of significant landmarks and restaurants! I highly recommend the hotel. I will be returning the next time I'm in London!"
1367,The Resident Victoria,"The front desk staff at the Resident Victoria in London were always friendly. Always caring and helpful. Can’t say enough good about them. Truly wonderful. Each day we would ask their advice on restaurants, travel means, sight seeing, and each day they would provide us with the most helpful advice. Rooms were very well equipped, comfortable and immaculately clean. The Nespresso machine was a welcome bonus. Location was handy to shopping and restaurants. Easy to access transportation from there. If I had only one drawback, it would be that the rooms are quite small by North American standards, but we managed just fine. Rooms are quite sound proof as well which is so nice for a good nights sleep. I would recommend this hotel to my friends. Well done the Resident!"
1368,The Resident Victoria,"It is the second time we have stayed at The Resident Victoria, besides being in an excellent location, the accommodations are quite good and the personnel is outstanding. Particularly Jason who is always ready to help and to share a joke."
1369,The Resident Victoria,"This is an excellent hotel in an excellent location. The front desk staff is amazing. From a flawless check in and check out to providing recommendations, directions, etc., they were always pleasant, helpful, and sometimes humorous. They were more than willing to go above and beyond. I spent 6 nights in a superior room and it was incredibly comfortable. Roomy with a fridge, microwave, Nespresso machine and kettle, it was perfect. The bed and pillows were way above standard hotel grade bedding. High points too for very, very good WiFi as well. The hotel and its surrounding area are also amazingly quiet so there were no late night/early morning disruptions. Finally, it also in a perfect location. Around the corner from Buckingham Palace, it's an easy walk to St. James Park, Big…"
1370,The Resident Victoria,"My Husband & I stayed 6 days. FABULOUS staff (Jason &Andreea very helpful and kind. Comfortable rooms w/ fridge, coffee & tea service. Great area:1 block from Buckingham Palace, Le Signore cafe right around corner for reasonable breakfast or panini and cappuccino (say hello to Manuele & Anna for Katherina) Walking distance to Victoria Train Station, Hop-on-Buses, shopping (Marks& Spencer and other stores). Price is good value. Like a home away from home. Had a fabulous time here."
1371,The Resident Victoria,This hotel is located in the center of tourist attractions but on the quiet street which helps a lot to have a good night sleep. Front desk people are very attentive and pleasant. Property is very well maintained and very clean.
1372,The Resident Victoria,"The hotel is less than five minute walk to palace and the area can be checked on google maps for local venues for food and drink. Shopping for a range of good and services can be achieved at the Cardinal Walk retail area with five minutes walk. The Phoenix Pub does a reasonable range of food and Browns in Cardinal Walk does a great meal and not too pricey for London. If you have some time to kill and the weather is okay, St James Park has enough friendly wildlife and features and a large cafe for food and drink."
1373,The Resident Victoria,Stayed at the Resident Victoria for the Coronation and it was perfect! It was so close to Buckingham Palace along with pubs close by - the location could not have been better. The hotel was clean and everyone so kind. I would highly recommend staying here!
1374,The Resident Victoria,Lovely hotel with lovely staff. Will definitely be back. We came up for a special event and the hotel stay added very nicely to it. Well equipped room. Quiet location and so close to everything we wanted and needed with do much more around.
1375,The Resident Victoria,This was our 3rd stay in this lovely hotel. The staff are all very friendly & helpful. The location is excellent & although we were there for the busy Coronation weekend the room was very quiet. We will be back!
1376,The Resident Victoria,"Excellent friendly staff, very nice room conveniently located.easily accessible to restaurants, the palace and transit to get around the city. Would recommend this hotel to my family and friends. Great location"
1377,The Resident Victoria,"Lovely hotel, perfect location for site seeing and getting about. Also close to tube and rail and very convenient for eateries. The room was great and the kitchen area was very useful. Staff couldn’t do enough for you"
1378,The Resident Victoria,"Had the most wonderful stay thanks to the brilliant staff making the family celebration so special, the quiet yet well positioned location. This was our 2nd stay and for sure it will not be our last. Thanks Jason for helping us create memories"
1379,The Resident Victoria,"Amazing stay, friendly staff, amazing location. Loved the quiet feel. Room was small but had everything we needed and was very clean. Loved the mini kitchen with the nespresso maker and little fridge. It was perfect, can’t wait to come back"
1380,The Resident Victoria,"One of the best experiences I have had with a stay! Definitely would recommend staying here to anyone! Great location, steps away from Buckingham Palace! Pleasant walk to many historical sites in the city."
1381,The Resident Victoria,"Service and location! The location cannot be beat as the website states—you are just a few blocks away from Buckingham Palace, St. James Park, etc. The room was absolutely spotless and had a lovely kitchenette area with microwave, refrigerator, sink and tea/coffee service. Bed was very comfortable and one of the best shower water pressures ever! Front desk was so helpful arranging transportation to airport after researching tube delays. Specific side note: our daughters notified the hotel of my husband’s milestone (60th) birthday. We arrived with beautiful balloons, cake and even champagne from the hotel. In a city filled with beautiful hotels, the Resident Victoria made us feel so special. We could not recommend more highly!"
1382,The Resident Victoria,Fabulous place to stay. Close to Victoria Station and our room was lovely. Took the Heathrow express to Paddington station and then a cab to the Resident. Just happened on the Changing of The Guard..amazing!
1383,The Resident Victoria,"This was a really fantastic hotel. Great staff, a very nice room and wonderful bathroom. The room was comfortable and clean and very nicely tidy up every day. Very easy to get to many sites in London and I would definitely come and stay again."
1384,The Resident Victoria,My husband and I stayed a couple of nights at the Resident Victoria and were pleasantly surprised by the great location and friendly staff. I booked the slightly larger King room and it was perfect for us. I enjoyed the Nespresso machine in our room and also having the filtered water at the sink. This was a great value for the price!
1385,The Resident Victoria,"This was a gem of a boutique hotel. Great service, nice room, and very conveniently located. I highly recommend. The staff were very responsive and the room was well maintained. There was a problem with the shower draining and maintenance took care of it right away. Everyone was really friendly. There was a small kitchenette area with a fridge and Nespresso machine, so I was able to enjoy breakfast each morning. There are a variety of shops and restaurants in the area, and Victoria Station isnright around the corner. Overall a great stay!"
1386,The Resident Victoria,"First off all, highly recommend staying in Victoria for your trip to London. It’s quiet, safe, and had lots of great food options. Also an easy walk to Buckingham Palace, Big Ben, Parliament, etc. The hotel specifically was clean, the staff was very friendly and helpful, and the rooms were very comfortable."
1387,The Resident Victoria,"Excellent location for walking. Restaurants and an M & S store in close proximity. The room and bathroom are a nice size and the kitchenette is a nice addition. Jason, the reception manager, was very helpful and personable. He helped us with all questions and gave us suggestions for our transport from the hotel to the dock. I would definitely stay at this hotel again."
1388,The Resident Victoria,"Yes, the room is named “Small Double” but it was beyond my comprehension that a hotel room designed for two people could be this small…with each of us having a checked bag, a carry on bag and a personal item, we barely had room to move. The room had very poor lighting. There are also no bedside tables due to the tiny room size so there is no place to put glasses, books, breathing machines, alarm clocks, etc by the bed. At best this room should be sold as a single with just a twin bed in it."
1389,The Resident Victoria,"Excellent location, close to Buckingham Palace, great restaurants and all forms of transportation. Upon arrival I was assigned a room in the basement. Nothing on the website indicated my room would be in the basement. The staff quickly moved my room to the fourth floor. My room was not properly cleaned, used wine glasses from the lobby as well as glasses I used in the room were not replaced."
1390,The Resident Victoria,"As close as you can get to the Buckingham Palace. Public transportation in short distance, many shopping an food possibilities nearby. Really nice Hotel, very clean and with super friendly personal!!!"
1391,The Resident Victoria,"A clean and friendly hotel. Good resturants in the neighbourhood; Franco Manca, Pizza Pilgrims. Very close to Buckingham palace. Westminister Abbey, London Eye and many other attractions within walking distance."
1392,The Resident Victoria,I loved my stay here! It was so convenient for walking to so many points of interest. It was nice to be able to come back to my cozy room to rest. Everybody on staff there was helpful and friendly. I would definitely return here for another stay!
1393,The Resident Victoria,Room was a little small. Traveled with a group and booked 3 rooms (all at same rate) and ours was much smaller than the other two. The service was excellent. The location was walking distance to many attractions. There were plenty of places for dining nearby.
1394,The Resident Victoria,Great hotel in a wonderful location. Just a short walk to our theatre - or a short trip on the tube. Transport links are great in this area. Lots of eateries around and a bit of shopping too. Hotel extremely welcoming and a few added extras for our trip made it even more special. Really close to the palace for a bit of sightseeing. No restaurant and we didn't use room service but the drinks prices looked really reasonable for a central London hotel. Could not fault the hotel or the welcome we received. Would definitely stay again.
1395,The Resident Victoria,"Stayed at The Resident Victoria in Jan 2023 and was very impressed. Clean hotel, comfortable and felt safe in the centre of London. Great location, minutes from Buckingham Palace. We watched a show at The Other Palace theatre and this was literally next door. The staff at the hotel are truly wonderful. All very polite, chatty and customer service was top quality. It was my daughter’s birthday and they provided complimentary balloons in the room, a birthday cake, Prosecco (for me) and a choice of soft drinks or water for her. They also gave her a birthday card which was very cute and had a personalised drawing in it. I felt that the team at the hotel made a really special effort and it was greatly appreciated. I cannot thank them enough for this. I would 100% stay here again…"
1396,The Resident Victoria,"Great location, clean modern accommodation and Super friendly staff especially Raquel on reception. Would for sure choose to stay again. The room was really nice spacious with a very comfortable bed all spotlessly clean"
1397,The Resident Victoria,"Stayed here for one night on a flying visit to town. Arrived super early and dropped bags without any trouble, check in was seamless when we arrived later, and as we checked out we were asked if we wanted to leave luggage for the day. Room was lovely, modern, and clean - very quiet corridor even though the hotel felt quite busy. I spend 60+ nights a year in hotels, and this was a good stay. Would return the next time I'm in town"
1398,The Resident Victoria,"Really enjoyed our stay at the resident Victoria. The women at the front desk were super kind and accommodating. The hotel is in such a central location close/walkable to many of londons most famous attractions- but the hotel is tucked away on a side street so it’s quiet and Quiant! Not loud when sleeping. The bed was very comfortable, and the room was clean. Would def stay here again!"
1399,The Resident Victoria,"Friendly staff, great room, nice lounge and bar area. This boreal is near many places of interest for first time londoners. If you want to pick something up from a local grocery, make sure you go early. Everything closes down early in this area"
1400,"The Langham, London","My wife and I recently spent three nights at the Langham London. The hotel is in a great location near Regent Park and just a short walk from the Oxford Circus tube station. Our room was excellent. The staff are exceptional, unfailingly courteous and immediately responsive. I would highly recommend the Langham to colleagues, friends and family. And I strongly suggest a room with access to the Club for breakfast and other amenities throughout the day. It will make the Langham your new favorite hotel."
1401,"The Langham, London","We loved everything about The Langham, from the ultra professional, welcoming, helpful and kind personnel to the impeccable rooms, the food, the location… everything! We were so happy to stay there and hopefully we will stay every time we visit London."
1402,"The Langham, London","My wife and I have been visiting The Langham, London, for the last line 14 years, and during every visit have been made to feel valued and cared for. This was our first visit as a family of five (this time with iur three children, 14, 11 and nine), and again we were cared for very well. The Langham, London, is our super luxurious home away from home."
1403,"The Langham, London","One of the best Hotels in the World. This is what Luxury is all about. We were left with memories of London and the Hotel. A hotel that not only understands what Luxury is but also deliveries this with such class and pride. The price is worth every moment in this special location. Housekeeping greeted us by name. The attention to details impressed us. We will be back for a lifetime of amazing stays. Thank you, Langham London you blew, our minds."
1404,"The Langham, London","We celebrated our wedding anniversary at the Langham and it was a wonderful weekend. The staff are attentive and make you feel very welcome. The food is excellent. We enjoyed a relaxed afternoon in the bar having drinks, the cocktails are superb."
1405,"The Langham, London","Great staff,,above and beyond if you like the feeling of being a welcomed guest in a 5 star hotel this is the place! From the moment your mode of transportation pulls into the impressive entrance and welcoming doormen at the Langham hotel until you depart they make you feel like it was their pleasure to have you as a guest. We will return, because it was OUR PLEASURE"
